"date","hour","tmean"
"20191004","08","  10.6"
"20191004","09","  11.6"
"20191004","10","  12.3"
"20191004","11","  12.6"
"20191004","12","  13.2"
"20191004","13","  13.9"
"20191004","14","  14.1"
"20191004","15","  13.7"
"20191004","16","  13.2"
"20191004","17","  12.9"
"20191004","18","  13.1"
"20191004","19","  13.3"
"20191004","20","  13.0"
"20191004","21","  13.2"
"20191004","22","  13.2"
"20191004","23","  13.0"
"20191005","00","  13.2"
"20191005","01","  13.0"
"20191005","02","  12.8"
"20191005","03","  12.7"
"20191005","04","  12.5"
"20191005","05","  12.5"
"20191005","06","  12.8"
"20191005","07","  13.0"
"20191005","08","  12.9"
"20191005","09","  13.5"
"20191005","10","  13.4"
"20191005","11","  13.6"
"20191005","12","  14.4"
"20191005","13","  13.9"
"20191005","14","  13.9"
"20191005","15","  13.7"
"20191005","16","  12.6"
"20191005","17","  12.0"
"20191005","18","  11.7"
"20191005","19","  11.2"
"20191005","20","  11.1"
"20191005","21","  10.4"
"20191005","22","  10.2"
"20191005","23","   9.8"
"20191006","00","   9.5"
"20191006","01","   9.7"
"20191006","02","  10.4"
"20191006","03","   9.9"
"20191006","04","   9.8"
"20191006","05","   9.6"
"20191006","06","   9.1"
"20191006","07","  10.1"
"20191006","08","  11.5"
"20191006","09","  12.2"
"20191006","10","  13.1"
"20191006","11","  14.2"
"20191006","12","  14.6"
"20191006","13","  14.6"
"20191006","14","  13.9"
"20191006","15","  14.7"
"20191006","16","  14.5"
"20191006","17","  14.0"
"20191006","18","  13.6"
"20191006","19","  13.8"
"20191006","20","  12.4"
"20191006","21","  11.2"
"20191006","22","  11.1"
"20191006","23","  10.4"
"20191007","00","  10.3"
"20191007","01","   8.6"
"20191007","02","   8.6"
"20191007","03","   7.2"
"20191007","04","   7.4"
"20191007","05","   6.4"
"20191007","06","   7.0"
"20191007","07","   9.0"
"20191007","08","  10.6"
"20191007","09","  12.3"
"20191007","10","  13.2"
"20191007","11","  14.5"
"20191007","12","  14.8"
"20191007","13","  14.7"
"20191007","14","  15.2"
"20191007","15","  15.1"
"20191007","16","  14.8"
"20191007","17","  14.1"
"20191007","18","  13.1"
"20191007","19","  12.4"
"20191007","20","  12.9"
"20191007","21","  12.8"
"20191007","22","  12.4"
"20191007","23","  12.2"
"20191008","00","  12.5"
"20191008","01","  12.1"
"20191008","02","  11.5"
"20191008","03","  12.4"
"20191008","04","  12.8"
"20191008","05","  12.9"
"20191008","06","  13.2"
"20191008","07","  13.6"
"20191008","08","  13.3"
"20191008","09","  13.9"
"20191008","10","  14.3"
"20191008","11","  14.9"
"20191008","12","  15.7"
"20191008","13","  16.7"
"20191008","14","  17.6"
"20191008","15","  18.2"
"20191008","16","  18.2"
"20191008","17","  17.9"
"20191008","18","  18.3"
"20191008","19","  18.6"
"20191008","20","  19.3"
"20191008","21","  19.5"
"20191008","22","  17.9"
"20191008","23","  14.7"
"20191009","00","  13.4"
"20191009","01","  13.1"
"20191009","02","  12.3"
"20191009","03","  12.2"
"20191009","04","  12.4"
"20191009","05","  12.4"
"20191009","06","  12.2"
"20191009","07","  12.1"
"20191009","08","  12.7"
"20191009","09","  12.8"
"20191009","10","  13.3"
"20191009","11","  13.4"
"20191009","12","  13.3"
"20191009","13","  12.7"
"20191009","14","  12.3"
"20191009","15","  13.5"
"20191009","16","  13.8"
"20191009","17","  13.7"
"20191009","18","  12.2"
"20191009","19","  11.9"
"20191009","20","  12.1"
"20191009","21","  11.9"
"20191009","22","  12.0"
"20191009","23","  12.3"
"20191010","00","  12.2"
"20191010","01","  12.4"
"20191010","02","  12.3"
"20191010","03","  12.1"
"20191010","04","  12.2"
"20191010","05","  12.1"
"20191010","06","  12.5"
"20191010","07","  12.3"
"20191010","08","  10.6"
"20191010","09","  11.5"
"20191010","10","  12.4"
"20191010","11","  14.3"
"20191010","12","  13.6"
"20191010","13","  14.0"
"20191010","14","  13.6"
"20191010","15","  14.6"
"20191010","16","  14.5"
"20191010","17","  13.8"
"20191010","18","  13.2"
"20191010","19","  13.0"
"20191010","20","  12.0"
"20191010","21","  11.4"
"20191010","22","  11.5"
"20191010","23","  10.1"
"20191011","00","  11.7"
"20191011","01","  10.2"
"20191011","02","  10.4"
"20191011","03","  10.7"
"20191011","04","   9.5"
"20191011","05","   9.8"
"20191011","06","   9.8"
"20191011","07","  11.2"
"20191011","08","  13.1"
"20191011","09","  16.6"
"20191011","10","  17.5"
"20191011","11","  17.9"
"20191011","12","  18.9"
"20191011","13","  19.9"
"20191011","14","  19.9"
"20191011","15","  20.1"
"20191011","16","  19.4"
"20191011","17","  17.1"
"20191011","18","  15.0"
"20191011","19","  15.2"
"20191011","20","  13.1"
"20191011","21","  11.6"
"20191011","22","  10.3"
"20191011","23","  11.4"
"20191012","00","  12.4"
"20191012","01","  13.3"
"20191012","02","  12.6"
"20191012","03","  14.6"
"20191012","04","  14.7"
"20191012","05","  14.9"
"20191012","06","  15.5"
"20191012","07","  14.8"
"20191012","08","  17.5"
"20191012","09","  19.3"
"20191012","10","  21.4"
"20191012","11","  23.1"
"20191012","12","  24.1"
"20191012","13","  24.0"
"20191012","14","  22.8"
"20191012","15","  21.7"
"20191012","16","  21.0"
"20191012","17","  19.6"
"20191012","18","  18.0"
"20191012","19","  17.0"
"20191012","20","  16.1"
"20191012","21","  15.6"
"20191012","22","  15.1"
"20191012","23","  14.5"
"20191013","00","  13.8"
"20191013","01","  14.4"
"20191013","02","  16.3"
"20191013","03","  16.1"
"20191013","04","  17.2"
"20191013","05","  17.6"
"20191013","06","  13.7"
"20191013","07","  14.9"
"20191013","08","  18.0"
"20191013","09","  20.9"
"20191013","10","  22.6"
"20191013","11","  26.0"
"20191013","12","  26.5"
"20191013","13","  25.4"
"20191013","14","  26.0"
"20191013","15","  25.8"
"20191013","16","  25.1"
"20191013","17","  20.8"
"20191013","18","  19.3"
"20191013","19","  17.6"
"20191013","20","  18.7"
"20191013","21","  16.7"
"20191013","22","  13.9"
"20191013","23","  13.7"
"20191014","00","  13.7"
"20191014","01","  15.2"
"20191014","02","  16.2"
"20191014","03","  14.1"
"20191014","04","  12.1"
"20191014","05","  12.5"
"20191014","06","  13.0"
"20191014","07","  12.9"
"20191014","08","  17.5"
"20191014","09","  19.4"
"20191014","10","  21.2"
"20191014","11","  22.7"
"20191014","12","  23.4"
"20191014","13","  24.4"
"20191014","14","  24.6"
"20191014","15","  24.7"
"20191014","16","  23.3"
"20191014","17","  18.9"
"20191014","18","  17.7"
"20191014","19","  16.3"
"20191014","20","  15.4"
"20191014","21","  15.4"
"20191014","22","  19.2"
"20191014","23","  14.7"
"20191015","00","  14.6"
"20191015","01","  12.0"
"20191015","02","  10.9"
"20191015","03","  10.6"
"20191015","04","   9.9"
"20191015","05","  10.8"
"20191015","06","  11.8"
"20191015","07","  11.7"
"20191015","08","  14.2"
"20191015","09","  15.0"
"20191015","10","  16.4"
"20191015","11","  17.1"
"20191015","12","  16.5"
"20191015","13","  15.5"
"20191015","14","  14.7"
"20191015","15","  14.4"
"20191015","16","  13.3"
"20191015","17","  13.2"
"20191015","18","  12.8"
